chunk_14_gold,sentence,chunk_15,chunk_14,chunk_16,chunk_11,chunk_10,chunk_13,chunk_12,_created_at,answer_chunk_05_gold,orig__golden,answer_chunk_15_gold,_country,_tainted,frame,_started_at,_trust,chunk_02_gold,answer_chunk_06_gold,chunk_06_gold,chunk_05_gold,answer_chunk_11_gold,chunk_03_gold,answer_chunk_07_gold,chunk_13_gold,answer_chunk_01_gold,_city,chunk_15_gold,answer_chunk_16,answer_chunk_15,answer_chunk_14,answer_chunk_13,answer_chunk_12,answer_chunk_11,answer_chunk_10,answer_chunk_02_gold,chunk_12_gold,_unit_id,answer_chunk_08_gold,answer_chunk_08,answer_chunk_09,answer_chunk_04,answer_chunk_05,answer_chunk_06,answer_chunk_07,answer_chunk_00,answer_chunk_01,answer_chunk_02,answer_chunk_03,_region,lu,_worker_id,fe_06,fe_05,fe_04,fe_03,fe_02,fe_01,fe_00,_channel,chunk_09_gold,answer_chunk_16_gold,answer_chunk_14_gold,chunk_04_gold,answer_chunk_13_gold,answer_chunk_12_gold,answer_chunk_10_gold,_missed,answer_chunk_04_gold,chunk_01_gold,chunk_00_gold,id,_golden,chunk_07_gold,chunk_08,chunk_09,chunk_08_gold,chunk_02,chunk_03,chunk_00,chunk_01,chunk_06,chunk_07,chunk_04,chunk_05,answer_chunk_00_gold,answer_chunk_03_gold,chunk_10_gold,chunk_16_gold,_ip,chunk_11_gold,_id,answer_chunk_09_gold
,He almost invariably uses his own body as a model and has created sculptures that are on show around the world.,,,,,,,,5/17/2016 17:21:44,,,,GBR,false,Creating,5/17/2016 17:20:25,0.5,,,,,,,,,,London,,,,,,,,,,,954124669,,,,,,,,None,None,Created,None,H9,create,29628779,,,Creator,Co-creator,Cause,Created,Material used,inboxpounds,,,,,,,,,,,,570,false,,,,,sculptures,show,body,model,,,,,,,,,165.225.80.111,,1989827709,
,He almost invariably uses his own body as a model and has created sculptures that are on show around the world.,,,,,,,,5/17/2016 19:44:12,,,,ITA,false,Creating,5/17/2016 19:37:39,0.6154,,,,,,,,,,Ciserano,,,,,,,,,,,954124669,,,,,,,,None,None,Created,Cause,09,create,37761577,,,Creator,Co-creator,Cause,Created,Material used,cf_internal,,,,,,,,,,,,570,false,,,,,sculptures,show,body,model,,,,,,,,,95.252.7.70,,1989948215,
,The fascination of the work goes further as people who all know each other find their customary relationships made strange and unsettling.,,,,,,,,5/19/2016 10:53:44,,,,GBR,false,Motion,5/19/2016 10:42:04,0.625,,,,,,,,,,York,,,,,,,,,,,954124671,,,,,,,,None,None,None,None,Q5,go,37336417,,,Purpose,Provenance,Destination,Cause,Path,getpaid,,,,,,,,,,,,732,false,,,,,customary,relationships,work,people,,,,,,,,,81.102.132.50,,1992375315,
,The fascination of the work goes further as people who all know each other find their customary relationships made strange and unsettling.,,,,,,,,5/19/2016 12:17:07,,,,CAN,false,Motion,5/19/2016 12:15:34,0.6216,,,,,,,,,,Dartmouth,,,,,,,,,,,954124671,,,,,,,,Cause,None,None,None,NS,go,37336603,,,Purpose,Provenance,Destination,Cause,Path,prizerebel,,,,,,,,,,,,732,false,,,,,customary,relationships,work,people,,,,,,,,,142.177.156.75,,1992442154,
,The fascination of the work goes further as people who all know each other find their customary relationships made strange and unsettling.,,,,,,,,5/19/2016 13:48:04,,,,IRL,false,Motion,5/19/2016 13:42:56,0.5536,,,,,,,,,,,,,,,,,,,,,954124671,,,,,,,,None,None,None,None,,go,9234773,,,Purpose,Provenance,Destination,Cause,Path,clixsense,,,,,,,,,,,,732,false,,,,,customary,relationships,work,people,,,,,,,,,213.233.147.88,,1992516742,
,American-born sculptor (and occasional painter and illustrator) who settled in England in 1905 and became a British citizen in 1910.,,,,,,,,5/17/2016 19:58:32,,,,ITA,false,Birth,5/17/2016 19:50:00,0.6154,,,,,,,,,,Ciserano,,,,,,,,,,,954124675,,,,None,None,,,None,Occupation,Occupation,Occupation,09,bear,37761577,,,,Mother,Father,Child,Occupation,cf_internal,,,,,,,,,,,,728,false,,,,,painter,illustrator,American,sculptor,,,England,British citizen,,,,,95.252.7.70,,1989960796,
,American-born sculptor (and occasional painter and illustrator) who settled in England in 1905 and became a British citizen in 1910.,,,,,,,,5/18/2016 05:14:49,,,,CAN,false,Birth,5/18/2016 05:13:03,0.6,,,,,,,,,,Burnaby,,,,,,,,,,,954124675,,,,None,None,,,None,Occupation,Occupation,Occupation,BC,bear,4688131,,,,Mother,Father,Child,Occupation,zoombucks,,,,,,,,,,,,728,false,,,,,painter,illustrator,American,sculptor,,,England,British citizen,,,,,75.157.35.92,,1990500052,
,American-born sculptor (and occasional painter and illustrator) who settled in England in 1905 and became a British citizen in 1910.,,,,,,,,5/18/2016 08:09:40,,,,ITA,false,Birth,5/18/2016 08:08:07,1.0,,,,,,,,,,Trento,,,,,,,,,,,954124675,,,,None,None,,,None,Occupation,Occupation,Occupation,17,bear,30927086,,,,Mother,Father,Child,Occupation,cf_internal,,,,,,,,,,,,728,false,,,,,painter,illustrator,American,sculptor,,,England,British citizen,,,,,217.77.82.226,,1990656507,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/18/2016 20:01:13,,,,GBR,false,Text creation,5/18/2016 19:57:06,0.625,,,,,,,,,,York,,,,,,,,,,,954124676,,,,None,,,,None,None,None,Written work,Q5,write,37336417,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,getpaid,,,,,,,,,,,,532,false,,,,,journalism,art criticism,abstracts,painting,,,socialist,,,,,,81.102.132.50,,1991453899,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/19/2016 11:46:10,,,,CAN,false,Text creation,5/19/2016 11:44:29,0.6216,,,,,,,,,,Dartmouth,,,,,,,,,,,954124676,,,,Main topic,,,,Purpose,Purpose,Purpose,Purpose,NS,write,37336603,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prizerebel,,,,,,,,,,,,532,false,,,,,journalism,art criticism,abstracts,painting,,,socialist,,,,,,142.177.156.75,,1992418902,
,"In the early 1930s he painted abstracts, but from 1934 to 1937 he abandoned painting for journalism, writing art criticism in a socialist vein.",,,,,,,,5/19/2016 12:39:30,,,,CAN,false,Text creation,5/19/2016 12:34:39,0.5,,,,,,,,,,Toronto,,,,,,,,,,,954124676,,,,None,,,,Written work,None,Main topic,Written work,ON,write,34743853,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,neodev,,,,,,,,,,,,532,false,,,,,journalism,art criticism,abstracts,painting,,,socialist,,,,,,65.110.208.121,,1992460210,
,In 1947 Kenneth Clark wrote of Bell: ‘his critical intelligence was extremely acute…I think he would have become a very good painter.,,,,,,,,5/18/2016 05:14:49,,,,CAN,false,Text creation,5/18/2016 05:13:03,0.6,,,,,,,,,,Burnaby,,,,,,,,,,,954124677,,,,None,None,,,Author,Main topic,None,None,BC,write,4688131,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,zoombucks,,,,,,,,,,,,536,false,,,,,critical,intelligence,Kenneth Clark,Bell,,,good,painter,,,,,75.157.35.92,,1990500053,
,In 1947 Kenneth Clark wrote of Bell: ‘his critical intelligence was extremely acute…I think he would have become a very good painter.,,,,,,,,5/18/2016 08:11:42,,,,ITA,false,Text creation,5/18/2016 08:09:42,1.0,,,,,,,,,,Trento,,,,,,,,,,,954124677,,,,None,None,,,Author,Main topic,None,None,17,write,30927086,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,cf_internal,,,,,,,,,,,,536,false,,,,,critical,intelligence,Kenneth Clark,Bell,,,good,painter,,,,,217.77.82.226,,1990658785,
,In 1947 Kenneth Clark wrote of Bell: ‘his critical intelligence was extremely acute…I think he would have become a very good painter.,,,,,,,,5/18/2016 19:32:16,,,,GBR,false,Text creation,5/18/2016 19:24:36,0.625,,,,,,,,,,York,,,,,,,,,,,954124677,,,,None,None,,,Author,Main topic,None,None,Q5,write,37336417,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,getpaid,,,,,,,,,,,,536,false,,,,,critical,intelligence,Kenneth Clark,Bell,,,good,painter,,,,,81.102.132.50,,1991406924,
,"He wrote several short books on American artists, including *Hopper and *Sloan, and an autobiography, Artists Say the Silliest Things (1940).",,,,,,,,5/20/2016 01:28:50,,,,USA,false,Text creation,5/20/2016 01:26:08,0.5577,,,,,,,,,,Reston,,,,,,,,,,,954124690,,,,Written work,Written work,Written work,Written work,Written work,Written work,Main topic,Main topic,VA,write,36340274,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,neodev,,,,,,,,,,,,773,false,,,,,American,artists,short,books,autobiography,Artists,Hopper,Sloan,,,,,69.255.41.140,,1993186365,
,"He wrote several short books on American artists, including *Hopper and *Sloan, and an autobiography, Artists Say the Silliest Things (1940).",,,,,,,,5/20/2016 16:06:50,,,,IRL,false,Text creation,5/20/2016 16:05:04,0.5536,,,,,,,,,,,,,,,,,,,,,954124690,,,,None,None,Written work,None,None,Written work,Main topic,Main topic,,write,9234773,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,clixsense,,,,,,,,,,,,773,false,,,,,American,artists,short,books,autobiography,Artists,Hopper,Sloan,,,,,213.233.147.95,,1994119610,
,"He wrote several short books on American artists, including *Hopper and *Sloan, and an autobiography, Artists Say the Silliest Things (1940).",,,,,,,,5/20/2016 20:31:41,,,,GBR,false,Text creation,5/20/2016 20:23:00,0.625,,,,,,,,,,York,,,,,,,,,,,954124690,,,,None,None,Written work,Written work,Written work,Written work,Main topic,Main topic,Q5,write,37336417,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,getpaid,,,,,,,,,,,,773,false,,,,,American,artists,short,books,autobiography,Artists,Hopper,Sloan,,,,,81.102.132.50,,1994301202,
,Francesco wrote a treatise on architecture in the last years of his life; it was not published until 1841.,,,,,,,,5/18/2016 04:36:34,,,,CAN,false,Text creation,5/18/2016 04:33:26,0.6,,,,,,,,,,Burnaby,,,,,,,,,,,954124701,,,,,,,,Written work,Main topic,None,,BC,write,4688131,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,zoombucks,,,,,,,,,,,,700,false,,,,,life,,treatise,architecture,,,,,,,,,75.157.35.92,,1990472890,
,Francesco wrote a treatise on architecture in the last years of his life; it was not published until 1841.,,,,,,,,5/18/2016 04:47:04,,,,CAN,false,Text creation,5/18/2016 04:45:11,0.4,,,,,,,,,,Winnipeg,,,,,,,,,,,954124701,,,,,,,,Written work,Main topic,None,,MB,write,7348582,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prodege,,,,,,,,,,,,700,false,,,,,life,,treatise,architecture,,,,,,,,,207.161.108.104,,1990480396,
,Francesco wrote a treatise on architecture in the last years of his life; it was not published until 1841.,,,,,,,,5/18/2016 08:02:22,,,,ITA,false,Text creation,5/18/2016 07:58:29,1.0,,,,,,,,,,Trento,,,,,,,,,,,954124701,,,,,,,,Written work,Main topic,None,,17,write,30927086,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,cf_internal,,,,,,,,,,,,700,false,,,,,life,,treatise,architecture,,,,,,,,,217.77.82.226,,1990648811,
,"Although he died young and his output was small, he played a key role in the development of 17th-century landscape painting.",,,,,,,,5/18/2016 04:36:34,,,,CAN,false,Players and roles,5/18/2016 04:33:26,0.6,,,,,,,,,,Burnaby,,,,,,,,,,,954124703,,,,Performance,Performance,,,None,Performance,None,None,BC,play,4688131,,,,Co-player,Audience,Player,Performance,zoombucks,,,,,,,,,,,,787,false,,,,,small,development,young,output,,,17th-century,landscape painting,,,,,75.157.35.92,,1990472892,
,"Although he died young and his output was small, he played a key role in the development of 17th-century landscape painting.",,,,,,,,5/18/2016 04:47:04,,,,CAN,false,Players and roles,5/18/2016 04:45:11,0.4,,,,,,,,,,Winnipeg,,,,,,,,,,,954124703,,,,Audience,Performance,,,None,None,None,Performance,MB,play,7348582,,,,Co-player,Audience,Player,Performance,prodege,,,,,,,,,,,,787,false,,,,,small,development,young,output,,,17th-century,landscape painting,,,,,207.161.108.104,,1990480395,
,"Although he died young and his output was small, he played a key role in the development of 17th-century landscape painting.",,,,,,,,5/18/2016 08:02:22,,,,ITA,false,Players and roles,5/18/2016 07:58:29,1.0,,,,,,,,,,Trento,,,,,,,,,,,954124703,,,,None,Performance,,,None,None,None,Performance,17,play,30927086,,,,Co-player,Audience,Player,Performance,cf_internal,,,,,,,,,,,,787,false,,,,,small,development,young,output,,,17th-century,landscape painting,,,,,217.77.82.226,,1990648812,
,He wrote treatises on drawing (1772) and colour (1782).,,,,,,,,5/18/2016 20:29:02,,,,GBR,false,Text creation,5/18/2016 20:24:32,0.625,,,,,,,,,,York,,,,,,,,,,,954124704,,,,,,,,Written work,None,None,,Q5,write,37336417,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,getpaid,,,,,,,,,,,,835,false,,,,,colour,,treatises,drawing,,,,,,,,,81.102.132.50,,1991497522,
,He wrote treatises on drawing (1772) and colour (1782).,,,,,,,,5/19/2016 11:56:30,,,,CAN,false,Text creation,5/19/2016 11:54:51,0.6216,,,,,,,,,,Dartmouth,,,,,,,,,,,954124704,,,,,,,,Written work,Main topic,Main topic,,NS,write,37336603,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prizerebel,,,,,,,,,,,,835,false,,,,,colour,,treatises,drawing,,,,,,,,,142.177.156.75,,1992426353,
,He wrote treatises on drawing (1772) and colour (1782).,,,,,,,,5/19/2016 13:14:19,,,,IRL,false,Text creation,5/19/2016 13:11:41,0.5536,,,,,,,,,,,,,,,,,,,,,954124704,,,,,,,,Written work,Main topic,None,,,write,9234773,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,clixsense,,,,,,,,,,,,835,false,,,,,colour,,treatises,drawing,,,,,,,,,213.233.147.88,,1992485150,
,"Italian illuminator and painter, born in Croatia, which at this time was part of Venetian territory.",,,,,,,,5/19/2016 23:04:55,,,,USA,false,Birth,5/19/2016 23:01:47,0.5577,,,,,,,,,,Reston,,,,,,,,,,,954124714,,,,None,None,,,None,Occupation,Occupation,None,VA,bear,36340274,,,,Mother,Father,Child,Occupation,neodev,,,,,,,,,,,,933,false,,,,,painter,Croatia,Italian,illuminator,,,Venetian,territory,,,,,69.255.41.140,,1993069608,
,"Italian illuminator and painter, born in Croatia, which at this time was part of Venetian territory.",,,,,,,,5/20/2016 15:58:18,,,,IRL,false,Birth,5/20/2016 15:55:44,0.5536,,,,,,,,,,,,,,,,,,,,,954124714,,,,None,None,,,None,None,None,None,,bear,9234773,,,,Mother,Father,Child,Occupation,clixsense,,,,,,,,,,,,933,false,,,,,painter,Croatia,Italian,illuminator,,,Venetian,territory,,,,,213.233.147.95,,1994103993,
,"Italian illuminator and painter, born in Croatia, which at this time was part of Venetian territory.",,,,,,,,5/20/2016 19:51:56,,,,GBR,false,Birth,5/20/2016 19:46:01,0.625,,,,,,,,,,York,,,,,,,,,,,954124714,,,,None,None,,,None,Occupation,Occupation,None,Q5,bear,37336417,,,,Mother,Father,Child,Occupation,getpaid,,,,,,,,,,,,933,false,,,,,painter,Croatia,Italian,illuminator,,,Venetian,territory,,,,,81.102.132.50,,1994279019,
,"He went to London in 1979 to study art, first at Wimbledon School of Art and then at *St Martin's School of Art.",,,,,,,,5/18/2016 20:01:13,,,,GBR,false,Motion,5/18/2016 19:57:06,0.625,,,,,,,,,,York,,,,,,,,,,,954124717,,,,,,,,Destination,None,Destination,Destination,Q5,go,37336417,,,Purpose,Provenance,Destination,Cause,Path,getpaid,,,,,,,,,,,,823,false,,,,,Wimbledon School of Art,St Martin's School of Art,London,first,,,,,,,,,81.102.132.50,,1991453907,
,"He went to London in 1979 to study art, first at Wimbledon School of Art and then at *St Martin's School of Art.",,,,,,,,5/19/2016 11:46:10,,,,CAN,false,Motion,5/19/2016 11:44:29,0.6216,,,,,,,,,,Dartmouth,,,,,,,,,,,954124717,,,,,,,,Destination,None,Destination,Destination,NS,go,37336603,,,Purpose,Provenance,Destination,Cause,Path,prizerebel,,,,,,,,,,,,823,false,,,,,Wimbledon School of Art,St Martin's School of Art,London,first,,,,,,,,,142.177.156.75,,1992418903,
,"He went to London in 1979 to study art, first at Wimbledon School of Art and then at *St Martin's School of Art.",,,,,,,,5/19/2016 12:39:30,,,,CAN,false,Motion,5/19/2016 12:34:39,0.5,,,,,,,,,,Toronto,,,,,,,,,,,954124717,,,,,,,,Destination,None,None,None,ON,go,34743853,,,Purpose,Provenance,Destination,Cause,Path,neodev,,,,,,,,,,,,823,false,,,,,Wimbledon School of Art,St Martin's School of Art,London,first,,,,,,,,,65.110.208.121,,1992460213,
,"Hodgkin stated he felt that going to art school in England was destructive and took inspiration from overseas, particularly India.",,,,,,,,5/18/2016 04:38:23,,,,CAN,false,Motion,5/18/2016 04:36:35,0.6,,,,,,,,,,Burnaby,,,,,,,,,,,954124719,,,,,,,,None,Destination,Destination,None,BC,go,4688131,,,Purpose,Provenance,Destination,Cause,Path,zoombucks,,,,,,,,,,,,386,false,,,,,England,India,Hodgkin,art school,,,,,,,,,75.157.35.92,,1990474288,
,"Hodgkin stated he felt that going to art school in England was destructive and took inspiration from overseas, particularly India.",,,,,,,,5/18/2016 04:48:45,,,,CAN,false,Motion,5/18/2016 04:47:15,0.4,,,,,,,,,,Winnipeg,,,,,,,,,,,954124719,,,,,,,,None,Path,Destination,None,MB,go,7348582,,,Purpose,Provenance,Destination,Cause,Path,prodege,,,,,,,,,,,,386,false,,,,,England,India,Hodgkin,art school,,,,,,,,,207.161.108.104,,1990481522,
,"Hodgkin stated he felt that going to art school in England was destructive and took inspiration from overseas, particularly India.",,,,,,,,5/18/2016 08:05:26,,,,ITA,false,Motion,5/18/2016 08:02:24,1.0,,,,,,,,,,Trento,,,,,,,,,,,954124719,,,,,,,,None,Destination,Destination,None,17,go,30927086,,,Purpose,Provenance,Destination,Cause,Path,cf_internal,,,,,,,,,,,,386,false,,,,,England,India,Hodgkin,art school,,,,,,,,,217.77.82.226,,1990652056,
,"His work is in an undistinguished Mannerist style, but he played an important role as a teacher.",,,,,,,,5/20/2016 01:40:00,,,,USA,false,Players and roles,5/20/2016 01:37:07,0.5577,,,,,,,,,,Reston,,,,,,,,,,,954124722,,,,,,,,None,None,None,Player,VA,play,36340274,,,,Co-player,Audience,Player,Performance,neodev,,,,,,,,,,,,952,false,,,,,style,teacher,work,Mannerist,,,,,,,,,69.255.41.140,,1993200779,
,"His work is in an undistinguished Mannerist style, but he played an important role as a teacher.",,,,,,,,5/20/2016 16:32:45,,,,IRL,false,Players and roles,5/20/2016 16:23:43,0.5536,,,,,,,,,,,,,,,,,,,,,954124722,,,,,,,,None,None,None,None,,play,9234773,,,,Co-player,Audience,Player,Performance,clixsense,,,,,,,,,,,,952,false,,,,,style,teacher,work,Mannerist,,,,,,,,,213.233.147.95,,1994154661,
,"His work is in an undistinguished Mannerist style, but he played an important role as a teacher.",,,,,,,,5/20/2016 20:52:45,,,,GBR,false,Players and roles,5/20/2016 20:43:44,0.625,,,,,,,,,,York,,,,,,,,,,,954124722,,,,,,,,None,None,None,None,Q5,play,37336417,,,,Co-player,Audience,Player,Performance,getpaid,,,,,,,,,,,,952,false,,,,,style,teacher,work,Mannerist,,,,,,,,,81.102.132.50,,1994315395,
,"British painter, born at Boyne Hill, Berkshire.",,,,,,,,5/18/2016 20:16:50,,,,GBR,false,Birth,5/18/2016 20:10:49,0.625,,,,,,,,,,York,,,,,,,,,,,954124723,,,,None,,,,None,Occupation,None,None,Q5,bear,37336417,,,,Mother,Father,Child,Occupation,getpaid,,,,,,,,,,,,781,false,,,,,Boyne,Hill,British,painter,,,Berkshire,,,,,,81.102.132.50,,1991480227,
,"British painter, born at Boyne Hill, Berkshire.",,,,,,,,5/19/2016 11:49:57,,,,CAN,false,Birth,5/19/2016 11:48:05,0.6216,,,,,,,,,,Dartmouth,,,,,,,,,,,954124723,,,,None,,,,None,Occupation,None,None,NS,bear,37336603,,,,Mother,Father,Child,Occupation,prizerebel,,,,,,,,,,,,781,false,,,,,Boyne,Hill,British,painter,,,Berkshire,,,,,,142.177.156.75,,1992421677,
,"British painter, born at Boyne Hill, Berkshire.",,,,,,,,5/19/2016 13:11:29,,,,IRL,false,Birth,5/19/2016 13:08:18,0.5536,,,,,,,,,,,,,,,,,,,,,954124723,,,,None,,,,None,Occupation,None,None,,bear,9234773,,,,Mother,Father,Child,Occupation,clixsense,,,,,,,,,,,,781,false,,,,,Boyne,Hill,British,painter,,,Berkshire,,,,,,213.233.147.88,,1992483205,
,In 1800 he adopted the surname Holland (from one of his wife's relatives) and later that year was created a baronet.,,,,,,,,5/18/2016 15:51:40,,,,CAN,false,Creating,5/18/2016 15:45:23,0.5625,,,,,,,,,,Hamilton,,,,,,,,,,,954124732,,,,None,,,,Created,None,None,None,ON,create,32573092,,,Creator,Co-creator,Cause,Created,Material used,prodege,,,,,,,,,,,,897,false,,,,,relatives,that year,surname,Holland,,,baronet,,,,,,207.188.90.138,,1991054392,
,In 1800 he adopted the surname Holland (from one of his wife's relatives) and later that year was created a baronet.,,,,,,,,5/18/2016 18:07:27,,,,ITA,false,Creating,5/18/2016 17:57:31,0.6154,,,,,,,,,,Bergamo,,,,,,,,,,,954124732,,,,None,,,,None,None,None,Creator,09,create,37761577,,,Creator,Co-creator,Cause,Created,Material used,cf_internal,,,,,,,,,,,,897,false,,,,,relatives,that year,surname,Holland,,,baronet,,,,,,151.55.84.9,,1991220530,
,In 1800 he adopted the surname Holland (from one of his wife's relatives) and later that year was created a baronet.,,,,,,,,5/18/2016 19:04:46,,,,GBR,false,Creating,5/18/2016 18:58:19,0.625,,,,,,,,,,York,,,,,,,,,,,954124732,,,,Created,,,,None,None,None,None,Q5,create,37336417,,,Creator,Co-creator,Cause,Created,Material used,getpaid,,,,,,,,,,,,897,false,,,,,relatives,that year,surname,Holland,,,baronet,,,,,,81.102.132.50,,1991324465,
,"Netherlandish-born painter, active mainly at Lyons in France.",,,,,,,,5/20/2016 01:51:06,,,,USA,false,Birth,5/20/2016 01:48:36,0.5577,,,,,,,,,,Reston,,,,,,,,,,,954124738,,,,,,,,None,Occupation,None,None,VA,bear,36340274,,,,Mother,Father,Child,Occupation,neodev,,,,,,,,,,,,1007,false,,,,,Lyons,France,Netherlandish,painter,,,,,,,,,69.255.41.140,,1993214076,
,"Netherlandish-born painter, active mainly at Lyons in France.",,,,,,,,5/20/2016 16:39:53,,,,IRL,false,Birth,5/20/2016 16:38:28,0.5536,,,,,,,,,,,,,,,,,,,,,954124738,,,,,,,,None,Occupation,None,None,,bear,9234773,,,,Mother,Father,Child,Occupation,clixsense,,,,,,,,,,,,1007,false,,,,,Lyons,France,Netherlandish,painter,,,,,,,,,213.233.147.95,,1994161468,
